[1016/120651.980:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/104611.867:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/112539.369:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/152135.489:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/160214.278:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/181427.072:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1024/181139.102:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.103:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.104:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.105:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.106:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.902:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.902:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.902:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.902:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.902:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.902:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.903:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.904:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.905:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181139.906:ERROR:crash_report_database_win.cc(469)] failed to stat report
